경력,기업형태,복리후생,기업수
6개월,교육기관,E26,1 
6개월,교육기관,E27,0 
6개월,교육기관,E28,0 
6개월,교육기관,E29,0 
6개월,교육기관,E30,0 
6개월,교육기관,F1,0 
6개월,교육기관,F2,0 
6개월,교육기관,F3,0 
6개월,교육기관,F4,5 
6개월,교육기관,F5,5 
6개월,교육기관,F6,3 
6개월,교육기관,F7,0 
6개월,교육기관,F8,0 
6개월,교육기관,F9,0 
6개월,교육기관,F10,0 
6개월,교육기관,F11,0 
6개월,교육기관,F12,0 
6개월,교육기관,F13,0 
6개월,교육기관,F14,0 
6개월,교육기관,G1,0 
6개월,교육기관,G2,0 
6개월,교육기관,G3,0 
6개월,교육기관,G4,0 
6개월,교육기관,G5,0 
6개월,교육기관,G6,0 
6개월,교육기관,G7,2 
6개월,교육기관,G8,3 
6개월,교육기관,G9,1 
6개월,교육기관,G10,0 
6개월,교육기관,G11,0 
6개월,교육기관,G12,0 
6개월,교육기관,G13,0 
6개월,교육기관,G14,0 
6개월,교육기관,G15,0 
6개월,교육기관,G16,0 
6개월,교육기관,G17,0 
6개월,교육기관,G18,0 
6개월,교육기관,G19,0 
6개월,교육기관,G20,0 
6개월,교육기관,H1,9 
6개월,교육기관,H2,6 
6개월,교육기관,H3,4 
6개월,교육기관,H4,4 
6개월,교육기관,H5,0 
6개월,교육기관,H6,1 
6개월,교육기관,H7,2 
6개월,교육기관,H8,1 
6개월,교육기관,H9,0 
6개월,교육기관,H10,2 
6개월,교육기관,H11,4 
6개월,교육기관,H12,0 
6개월,교육기관,H13,0 
6개월,교육기관,H14,0 
6개월,교육기관,H15,0 
6개월,교육기관,H16,0 
6개월,수출입기업,A1,153 
6개월,수출입기업,A2,25 
6개월,수출입기업,A3,3 
6개월,수출입기업,A4,20 
6개월,수출입기업,A5,137 
6개월,수출입기업,A6,34 
6개월,수출입기업,A7,10 
6개월,수출입기업,A8,23 
6개월,수출입기업,A9,12 
6개월,수출입기업,A10,0 
6개월,수출입기업,A11,8 
6개월,수출입기업,A12,20 
6개월,수출입기업,A13,7 
6개월,수출입기업,A14,35 
6개월,수출입기업,A15,3 
6개월,수출입기업,A16,11 
6개월,수출입기업,A17,16 
6개월,수출입기업,A18,3 
6개월,수출입기업,A19,0 
6개월,수출입기업,A20,3 
6개월,수출입기업,A21,56 
6개월,수출입기업,A22,0 
6개월,수출입기업,B1,121 
6개월,수출입기업,B2,104 
6개월,수출입기업,B3,44 
6개월,수출입기업,B4,108 
6개월,수출입기업,B5,116 
6개월,수출입기업,B6,21 
6개월,수출입기업,B7,163 
6개월,수출입기업,B8,33 
6개월,수출입기업,B9,44 
6개월,수출입기업,B10,63 
6개월,수출입기업,B11,53 
6개월,수출입기업,B12,39 
6개월,수출입기업,B13,15 
6개월,수출입기업,B14,30 
6개월,수출입기업,B15,1 
6개월,수출입기업,B16,25 
6개월,수출입기업,B17,237 
6개월,수출입기업,C1,122 
6개월,수출입기업,C2,36 
6개월,수출입기업,C3,82 
6개월,수출입기업,C4,4 
6개월,수출입기업,C5,10 
6개월,수출입기업,C6,2 
6개월,수출입기업,C7,8 
6개월,수출입기업,C8,3 
6개월,수출입기업,C9,11 
6개월,수출입기업,C10,10 
6개월,수출입기업,D1,42 
6개월,수출입기업,D2,46 
6개월,수출입기업,D3,97 
6개월,수출입기업,D4,25 
6개월,수출입기업,D5,72 
6개월,수출입기업,D6,70 
6개월,수출입기업,D7,33 
6개월,수출입기업,D8,7 
6개월,수출입기업,D9,61 
6개월,수출입기업,D10,1 
6개월,수출입기업,D11,14 
6개월,수출입기업,D12,19 
6개월,수출입기업,D13,9 
6개월,수출입기업,D14,14 
6개월,수출입기업,D15,47 
6개월,수출입기업,D16,43 
6개월,수출입기업,D17,62 
6개월,수출입기업,D18,88 
6개월,수출입기업,D19,74 
6개월,수출입기업,D20,80 
6개월,수출입기업,D21,39 
6개월,수출입기업,D22,14 
6개월,수출입기업,D23,28 
6개월,수출입기업,D24,45 
6개월,수출입기업,D25,119 
6개월,수출입기업,D26,9 
6개월,수출입기업,D27,18 
6개월,수출입기업,D28,4 
6개월,수출입기업,D29,0 
6개월,수출입기업,D30,0 
6개월,수출입기업,D31,0 
6개월,수출입기업,D32,4 
6개월,수출입기업,D33,2 
6개월,수출입기업,E1,6 
6개월,수출입기업,E2,6 
6개월,수출입기업,E3,80 
6개월,수출입기업,E4,17 
6개월,수출입기업,E5,128 
6개월,수출입기업,E6,53 
6개월,수출입기업,E7,40 
6개월,수출입기업,E8,4 
6개월,수출입기업,E9,37 
6개월,수출입기업,E10,23 
6개월,수출입기업,E11,5 
6개월,수출입기업,E12,4 
6개월,수출입기업,E13,3 
6개월,수출입기업,E14,10 
6개월,수출입기업,E15,13 
6개월,수출입기업,E16,3 
6개월,수출입기업,E17,3 
6개월,수출입기업,E18,6 
6개월,수출입기업,E19,21 
6개월,수출입기업,E20,1 
6개월,수출입기업,E21,62 
6개월,수출입기업,E22,57 
6개월,수출입기업,E23,32 
6개월,수출입기업,E24,22 
6개월,수출입기업,E25,1 
6개월,수출입기업,E26,106 
6개월,수출입기업,E27,15 
6개월,수출입기업,E28,7 
6개월,수출입기업,E29,0 
6개월,수출입기업,E30,5 
6개월,수출입기업,F1,0 
6개월,수출입기업,F2,18 
6개월,수출입기업,F3,38 
6개월,수출입기업,F4,86 
6개월,수출입기업,F5,82 
6개월,수출입기업,F6,117 
6개월,수출입기업,F7,11 
6개월,수출입기업,F8,36 
6개월,수출입기업,F9,10 
6개월,수출입기업,F10,5 
6개월,수출입기업,F11,8 
6개월,수출입기업,F12,3 
6개월,수출입기업,F13,3 
6개월,수출입기업,F14,1 
6개월,수출입기업,G1,35 
6개월,수출입기업,G2,32 
6개월,수출입기업,G3,33 
6개월,수출입기업,G4,2 
6개월,수출입기업,G5,1 
6개월,수출입기업,G6,9 
6개월,수출입기업,G7,29 
6개월,수출입기업,G8,53 
6개월,수출입기업,G9,11 
6개월,수출입기업,G10,45 
6개월,수출입기업,G11,22 
6개월,수출입기업,G12,1 
6개월,수출입기업,G13,1 
6개월,수출입기업,G14,3 
6개월,수출입기업,G15,2 
6개월,수출입기업,G16,12 
6개월,수출입기업,G17,9 
6개월,수출입기업,G18,0 
6개월,수출입기업,G19,0 
6개월,수출입기업,G20,2 
6개월,수출입기업,H1,182 
6개월,수출입기업,H2,71 
6개월,수출입기업,H3,120 
6개월,수출입기업,H4,104 
6개월,수출입기업,H5,23 
6개월,수출입기업,H6,34 
6개월,수출입기업,H7,125 
6개월,수출입기업,H8,24 
6개월,수출입기업,H9,26 
6개월,수출입기업,H10,82 
6개월,수출입기업,H11,91 
6개월,수출입기업,H12,44 
6개월,수출입기업,H13,22 
6개월,수출입기업,H14,17 
6개월,수출입기업,H15,8 
6개월,수출입기업,H16,3 
6개월,코스닥,A1,73 
6개월,코스닥,A2,16 
6개월,코스닥,A3,2 
6개월,코스닥,A4,16 
6개월,코스닥,A5,73 
6개월,코스닥,A6,12 
6개월,코스닥,A7,9 
6개월,코스닥,A8,12 
6개월,코스닥,A9,6 
6개월,코스닥,A10,0 
6개월,코스닥,A11,3 
6개월,코스닥,A12,5 
6개월,코스닥,A13,8 
6개월,코스닥,A14,14 
6개월,코스닥,A15,3 
6개월,코스닥,A16,0 
6개월,코스닥,A17,14 
6개월,코스닥,A18,7 
6개월,코스닥,A19,0 
6개월,코스닥,A20,0 
6개월,코스닥,A21,19 
6개월,코스닥,A22,0 
6개월,코스닥,B1,54 
6개월,코스닥,B2,35 
6개월,코스닥,B3,13 
6개월,코스닥,B4,48 
6개월,코스닥,B5,46 
6개월,코스닥,B6,13 
6개월,코스닥,B7,63 
6개월,코스닥,B8,15 
6개월,코스닥,B9,15 
6개월,코스닥,B10,23 
6개월,코스닥,B11,25 
6개월,코스닥,B12,17 
6개월,코스닥,B13,4 
6개월,코스닥,B14,11 
6개월,코스닥,B15,0 
6개월,코스닥,B16,6 
6개월,코스닥,B17,90 
6개월,코스닥,C1,53 
6개월,코스닥,C2,11 
6개월,코스닥,C3,37 
6개월,코스닥,C4,0 
6개월,코스닥,C5,5 
6개월,코스닥,C6,0 
6개월,코스닥,C7,5 
6개월,코스닥,C8,3 
6개월,코스닥,C9,3 
6개월,코스닥,C10,4 
6개월,코스닥,D1,18 
6개월,코스닥,D2,21 
6개월,코스닥,D3,34 
6개월,코스닥,D4,8 
6개월,코스닥,D5,36 
6개월,코스닥,D6,29 
6개월,코스닥,D7,20 
6개월,코스닥,D8,1 
6개월,코스닥,D9,22 
6개월,코스닥,D10,2 
6개월,코스닥,D11,11 
6개월,코스닥,D12,8 
6개월,코스닥,D13,8 
6개월,코스닥,D14,4 
6개월,코스닥,D15,26 
6개월,코스닥,D16,19 
6개월,코스닥,D17,34 
6개월,코스닥,D18,34 
6개월,코스닥,D19,47 
6개월,코스닥,D20,38 
6개월,코스닥,D21,20 
6개월,코스닥,D22,7 
6개월,코스닥,D23,4 
6개월,코스닥,D24,17 
6개월,코스닥,D25,39 
6개월,코스닥,D26,7 
6개월,코스닥,D27,14 
6개월,코스닥,D28,0 
6개월,코스닥,D29,0 
6개월,코스닥,D30,0 
6개월,코스닥,D31,2 
6개월,코스닥,D32,6 
6개월,코스닥,D33,0 
6개월,코스닥,E1,8 
6개월,코스닥,E2,3 
6개월,코스닥,E3,41 
6개월,코스닥,E4,12 
6개월,코스닥,E5,50 
6개월,코스닥,E6,19 
6개월,코스닥,E7,36 
6개월,코스닥,E8,3 
6개월,코스닥,E9,18 
6개월,코스닥,E10,12 
6개월,코스닥,E11,1 
6개월,코스닥,E12,0 
6개월,코스닥,E13,1 
6개월,코스닥,E14,6 
6개월,코스닥,E15,7 
6개월,코스닥,E16,4 
6개월,코스닥,E17,2 
6개월,코스닥,E18,4 
6개월,코스닥,E19,10 
6개월,코스닥,E20,0 
6개월,코스닥,E21,25 
6개월,코스닥,E22,34 
6개월,코스닥,E23,5 
6개월,코스닥,E24,20 
6개월,코스닥,E25,1 
6개월,코스닥,E26,50 
6개월,코스닥,E27,4 
6개월,코스닥,E28,2 
6개월,코스닥,E29,0 
6개월,코스닥,E30,0 
6개월,코스닥,F1,0 
6개월,코스닥,F2,12 
6개월,코스닥,F3,16 
6개월,코스닥,F4,29 
6개월,코스닥,F5,26 
6개월,코스닥,F6,43 
6개월,코스닥,F7,1 
6개월,코스닥,F8,9 
6개월,코스닥,F9,1 
6개월,코스닥,F10,0 
6개월,코스닥,F11,1 
6개월,코스닥,F12,0 
6개월,코스닥,F13,0 
6개월,코스닥,F14,0 
6개월,코스닥,G1,20 
6개월,코스닥,G2,10 
6개월,코스닥,G3,12 
6개월,코스닥,G4,0 
6개월,코스닥,G5,0 
6개월,코스닥,G6,7 
6개월,코스닥,G7,20 
6개월,코스닥,G8,22 
6개월,코스닥,G9,9 
6개월,코스닥,G10,19 
6개월,코스닥,G11,6 
6개월,코스닥,G12,0 
6개월,코스닥,G13,0 
6개월,코스닥,G14,0 
6개월,코스닥,G15,0 
6개월,코스닥,G16,9 
6개월,코스닥,G17,3 
6개월,코스닥,G18,0 
6개월,코스닥,G19,0 
6개월,코스닥,G20,2 
6개월,코스닥,H1,74 
6개월,코스닥,H2,12 
6개월,코스닥,H3,51 
6개월,코스닥,H4,45 
6개월,코스닥,H5,24 
6개월,코스닥,H6,16 
6개월,코스닥,H7,46 
6개월,코스닥,H8,1 
6개월,코스닥,H9,19 
6개월,코스닥,H10,51 
6개월,코스닥,H11,56 
6개월,코스닥,H12,31 
6개월,코스닥,H13,13 
6개월,코스닥,H14,17 
6개월,코스닥,H15,3 
6개월,코스닥,H16,2 
6개월,코스피,A1,11 
6개월,코스피,A2,3 
6개월,코스피,A3,0 
6개월,코스피,A4,4 
6개월,코스피,A5,13 
6개월,코스피,A6,3 
6개월,코스피,A7,3 
6개월,코스피,A8,1 
6개월,코스피,A9,0 
6개월,코스피,A10,0 
6개월,코스피,A11,0 
6개월,코스피,A12,1 
6개월,코스피,A13,1 
6개월,코스피,A14,0 
6개월,코스피,A15,0 
6개월,코스피,A16,1 
6개월,코스피,A17,1 
6개월,코스피,A18,0 
6개월,코스피,A19,0 
6개월,코스피,A20,0 
6개월,코스피,A21,7 
6개월,코스피,A22,0 
6개월,코스피,B1,7 
6개월,코스피,B2,10 
6개월,코스피,B3,6 
6개월,코스피,B4,8 
6개월,코스피,B5,10 
6개월,코스피,B6,0 
6개월,코스피,B7,12 
6개월,코스피,B8,6 
6개월,코스피,B9,2 
6개월,코스피,B10,7 
6개월,코스피,B11,4 
6개월,코스피,B12,5 
6개월,코스피,B13,1 
6개월,코스피,B14,4 
6개월,코스피,B15,0 
6개월,코스피,B16,6 
6개월,코스피,B17,13 
6개월,코스피,C1,10 
6개월,코스피,C2,6 
6개월,코스피,C3,3 
6개월,코스피,C4,1 
6개월,코스피,C5,2 
6개월,코스피,C6,0 
6개월,코스피,C7,0 
6개월,코스피,C8,0 
6개월,코스피,C9,1 
6개월,코스피,C10,1 
6개월,코스피,D1,2 
6개월,코스피,D2,3 
6개월,코스피,D3,3 
6개월,코스피,D4,1 
6개월,코스피,D5,4 
6개월,코스피,D6,3 
6개월,코스피,D7,1 
6개월,코스피,D8,1 
6개월,코스피,D9,1 
6개월,코스피,D10,0 
6개월,코스피,D11,1 
6개월,코스피,D12,1 
6개월,코스피,D13,2 
6개월,코스피,D14,1 
6개월,코스피,D15,2 
6개월,코스피,D16,2 
6개월,코스피,D17,6 
6개월,코스피,D18,5 
6개월,코스피,D19,3 
6개월,코스피,D20,9 
6개월,코스피,D21,6 
6개월,코스피,D22,1 
6개월,코스피,D23,1 
6개월,코스피,D24,1 
6개월,코스피,D25,6 
6개월,코스피,D26,1 
6개월,코스피,D27,2 
6개월,코스피,D28,0 
6개월,코스피,D29,0 
6개월,코스피,D30,0 
6개월,코스피,D31,0 
6개월,코스피,D32,0 
6개월,코스피,D33,1 
6개월,코스피,E1,1 
6개월,코스피,E2,1 
6개월,코스피,E3,5 
6개월,코스피,E4,0 
6개월,코스피,E5,7 
6개월,코스피,E6,2 
6개월,코스피,E7,2 
6개월,코스피,E8,0 
6개월,코스피,E9,6 
6개월,코스피,E10,2 
6개월,코스피,E11,1 
6개월,코스피,E12,2 
6개월,코스피,E13,1 
6개월,코스피,E14,1 
6개월,코스피,E15,1 
6개월,코스피,E16,0 
6개월,코스피,E17,0 
6개월,코스피,E18,1 
6개월,코스피,E19,1 
6개월,코스피,E20,0 
6개월,코스피,E21,2 
6개월,코스피,E22,6 
6개월,코스피,E23,2 
6개월,코스피,E24,2 
6개월,코스피,E25,0 
6개월,코스피,E26,7 
6개월,코스피,E27,0 
6개월,코스피,E28,0 
6개월,코스피,E29,0 
6개월,코스피,E30,0 
6개월,코스피,F1,0 
6개월,코스피,F2,3 
6개월,코스피,F3,3 
6개월,코스피,F4,3 
6개월,코스피,F5,2 
6개월,코스피,F6,3 
6개월,코스피,F7,0 
6개월,코스피,F8,0 
6개월,코스피,F9,0 
6개월,코스피,F10,0 
6개월,코스피,F11,0 
6개월,코스피,F12,0 
6개월,코스피,F13,0 
6개월,코스피,F14,0 
6개월,코스피,G1,3 
6개월,코스피,G2,2 
6개월,코스피,G3,2 
6개월,코스피,G4,1 
6개월,코스피,G5,1 
6개월,코스피,G6,2 
6개월,코스피,G7,1 
6개월,코스피,G8,3 
6개월,코스피,G9,0 
6개월,코스피,G10,2 
6개월,코스피,G11,1 
6개월,코스피,G12,0 
6개월,코스피,G13,0 
6개월,코스피,G14,0 
6개월,코스피,G15,0 
6개월,코스피,G16,1 
6개월,코스피,G17,0 
6개월,코스피,G18,0 
6개월,코스피,G19,0 
6개월,코스피,G20,0 
6개월,코스피,H1,5 
6개월,코스피,H2,4 
6개월,코스피,H3,4 
6개월,코스피,H4,2 
6개월,코스피,H5,2 
6개월,코스피,H6,3 
6개월,코스피,H7,5 
6개월,코스피,H8,2 
6개월,코스피,H9,1 
6개월,코스피,H10,6 
6개월,코스피,H11,4 
6개월,코스피,H12,3 
6개월,코스피,H13,3 
6개월,코스피,H14,3 
6개월,코스피,H15,0 
6개월,코스피,H16,0 
6개월,코넥스,A1,22 
6개월,코넥스,A2,0 
6개월,코넥스,A3,0 
6개월,코넥스,A4,0 
6개월,코넥스,A5,12 
6개월,코넥스,A6,1 
6개월,코넥스,A7,0 
6개월,코넥스,A8,0 
6개월,코넥스,A9,2 
6개월,코넥스,A10,0 
6개월,코넥스,A11,1 
6개월,코넥스,A12,0 
6개월,코넥스,A13,0 
6개월,코넥스,A14,3 
6개월,코넥스,A15,0 
6개월,코넥스,A16,0 
6개월,코넥스,A17,1 
6개월,코넥스,A18,0 
6개월,코넥스,A19,0 
6개월,코넥스,A20,0 
6개월,코넥스,A21,7 
6개월,코넥스,A22,0 
6개월,코넥스,B1,16 
6개월,코넥스,B2,7 
6개월,코넥스,B3,1 
6개월,코넥스,B4,10 
6개월,코넥스,B5,18 
6개월,코넥스,B6,1 
6개월,코넥스,B7,16 
6개월,코넥스,B8,3 
6개월,코넥스,B9,5 
6개월,코넥스,B10,8 
6개월,코넥스,B11,12 
6개월,코넥스,B12,9 
6개월,코넥스,B13,0 
6개월,코넥스,B14,1 
6개월,코넥스,B15,0 
6개월,코넥스,B16,0 
6개월,코넥스,B17,23 
6개월,코넥스,C1,22 
6개월,코넥스,C2,7 
6개월,코넥스,C3,6 
6개월,코넥스,C4,0 
6개월,코넥스,C5,6 
6개월,코넥스,C6,0 
6개월,코넥스,C7,0 
6개월,코넥스,C8,4 
6개월,코넥스,C9,0 
6개월,코넥스,C10,4 
6개월,코넥스,D1,14 
6개월,코넥스,D2,15 
6개월,코넥스,D3,19 
6개월,코넥스,D4,9 
6개월,코넥스,D5,17 
6개월,코넥스,D6,11 
6개월,코넥스,D7,10 
6개월,코넥스,D8,0 
6개월,코넥스,D9,11 
6개월,코넥스,D10,0 
6개월,코넥스,D11,5 
6개월,코넥스,D12,3 
6개월,코넥스,D13,0 
6개월,코넥스,D14,0 
6개월,코넥스,D15,10 
6개월,코넥스,D16,0 
6개월,코넥스,D17,4 
6개월,코넥스,D18,3 
6개월,코넥스,D19,13 
6개월,코넥스,D20,20 
6개월,코넥스,D21,9 
6개월,코넥스,D22,3 
6개월,코넥스,D23,4 
6개월,코넥스,D24,0 
6개월,코넥스,D25,15 
6개월,코넥스,D26,0 
6개월,코넥스,D27,0 
6개월,코넥스,D28,0 
6개월,코넥스,D29,0 
6개월,코넥스,D30,0 
6개월,코넥스,D31,0 
6개월,코넥스,D32,0 
6개월,코넥스,D33,0 
6개월,코넥스,E1,0 
6개월,코넥스,E2,0 
6개월,코넥스,E3,5 
6개월,코넥스,E4,0 
6개월,코넥스,E5,21 
6개월,코넥스,E6,8 
6개월,코넥스,E7,11 
6개월,코넥스,E8,0 
6개월,코넥스,E9,2 
6개월,코넥스,E10,2 
6개월,코넥스,E11,0 
6개월,코넥스,E12,3 
6개월,코넥스,E13,3 
6개월,코넥스,E14,4 
6개월,코넥스,E15,4 
6개월,코넥스,E16,3 
6개월,코넥스,E17,3 
6개월,코넥스,E18,3 
6개월,코넥스,E19,4 
6개월,코넥스,E20,0 
6개월,코넥스,E21,2 
6개월,코넥스,E22,4 
6개월,코넥스,E23,0 
